"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"1400000US17027900300","Census Tract 9003, Clinton County, Illinois","2982","140","24","19","31","33","26","30","0","16","(X)","(X)","0.8","0.6","1.0","1.1","0.9","1.0","0.0","1.0","0","16","0","16","0","16","0","16","0","16","0.0","1.0","0.0","58.2","0.0","51.2","0.0","55.9","-","**"
"1400000US17027900401","Census Tract 9004.01, Clinton County, Illinois","608","72","0","11","20","14","0","11","4","6","(X)","(X)","0.0","4.8","3.3","2.4","0.0","4.8","0.7","1.0","0","11","0","11","0","11","0","11","0","11","0.0","4.8","-","**","0.0","63.7","-","**","0.0","100.0"
"1400000US17027900402","Census Tract 9004.02, Clinton County, Illinois","2177","201","91","77","83","72","0","16","0","16","(X)","(X)","4.2","3.6","3.8","3.2","0.0","1.4","0.0","1.4","0","16","0","16","0","16","0","16","0","16","0.0","1.4","0.0","27.5","0.0","29.5","-","**","-","**"
"1400000US17027900500","Census Tract 9005, Clinton County, Illinois","1997","154","141","68","11","11","7","13","0","16","(X)","(X)","7.1","3.4","0.6","0.6","0.4","0.6","0.0","1.5","32","42","29","42","3","4","0","16","0","16","1.6","2.1","20.6","28.1","27.3","45.1","0.0","100.0","-","**"
"1400000US17027900601","Census Tract 9006.01, Clinton County, Illinois","1004","69","32","26","23","19","0","11","0","11","(X)","(X)","3.2","2.6","2.3","1.9","0.0","2.9","0.0","2.9","2","3","0","11","2","3","0","11","0","11","0.2","0.3","0.0","50.4","8.7","14.4","-","**","-","**"
"1400000US17027900602","Census Tract 9006.02, Clinton County, Illinois","2516","139","149","92","11","9","5","5","0","16","(X)","(X)","5.9","3.6","0.4","0.3","0.2","0.2","0.0","1.2","15","23","12","23","0","16","3","4","0","16","0.6","0.9","8.1","13.7","0.0","85.9","60.0","54.3","-","**"
"1400000US17029000100","Census Tract 1, Coles County, Illinois","1212","106","16","20","2","3","0","11","0","11","(X)","(X)","1.3","1.6","0.2","0.2","0.0","2.4","0.0","2.4","2","3","2","3","0","11","0","11","0","11","0.2","0.2","12.5","28.6","0.0","100.0","-","**","-","**"
"1400000US17029000200","Census Tract 2, Coles County, Illinois","2338","165","0","16","104","75","27","33","0","16","(X)","(X)","0.0","1.3","4.4","3.2","1.2","1.5","0.0","1.3","6","11","0","16","0","16","6","11","0","16","0.3","0.5","-","**","0.0","24.7","22.2","54.0","-","**"
"1400000US17029000300","Census Tract 3, Coles County, Illinois","1940","122","43","44","18","21","0","11","0","11","(X)","(X)","2.2","2.3","0.9","1.0","0.0","1.5","0.0","1.5","0","11","0","11","0","11","0","11","0","11","0.0","1.5","0.0","43.5","0.0","67.2","-","**","-","**"
"1400000US17029000400","Census Tract 4, Coles County, Illinois","1300","104","40","38","29","26","6","11","0","11","(X)","(X)","3.1","3.0","2.2","1.9","0.5","0.9","0.0","2.3","14","18","7","14","7","11","0","11","0","11","1.1","1.3","17.5","35.9","24.1","34.0","0.0","100.0","-","**"
"1400000US17029000500","Census Tract 5, Coles County, Illinois","2860","206","59","45","39","46","66","66","0","16","(X)","(X)","2.1","1.6","1.4","1.6","2.3","2.3","0.0","1.0","19","33","0","16","0","16","19","33","0","16","0.7","1.1","0.0","37.0","0.0","45.6","28.8","37.7","-","**"
"1400000US17029000600","Census Tract 6, Coles County, Illinois","1397","131","0","11","18","20","0","11","0","11","(X)","(X)","0.0","2.1","1.3","1.4","0.0","2.1","0.0","2.1","0","11","0","11","0","11","0","11","0","11","0.0","2.1","-","**","0.0","67.2","-","**","-","**"
"1400000US17029000700","Census Tract 7, Coles County, Illinois","2794","275","89","74","45","43","93","70","49","78","(X)","(X)","3.2","2.6","1.6","1.5","3.3","2.5","1.8","2.8","71","73","0","16","7","16","64","72","0","16","2.5","2.6","0.0","27.9","15.6","40.8","68.8","41.8","0.0","40.7"
"1400000US17029000800","Census Tract 8, Coles County, Illinois","698","103","36","29","33","29","2","5","0","11","(X)","(X)","5.2","4.0","4.7","4.2","0.3","0.7","0.0","4.2","14","22","0","11","14","22","0","11","0","11","2.0","3.1","0.0","47.5","42.4","49.7","0.0","100.0","-","**"
"1400000US17029000900","Census Tract 9, Coles County, Illinois","1864","122","17","19","28","24","13","17","23","38","(X)","(X)","0.9","1.0","1.5","1.3","0.7","0.9","1.2","2.0","16","18","9","15","7","10","0","11","0","11","0.9","1.0","52.9","52.9","25.0","36.7","0.0","79.0","0.0","59.4"
"1400000US17029001000","Census Tract 10, Coles County, Illinois","1477","124","17","20","21","23","0","11","9","13","(X)","(X)","1.2","1.3","1.4","1.6","0.0","2.0","0.6","0.9","0","11","0","11","0","11","0","11","0","11","0.0","2.0","0.0","69.1","0.0","62.2","-","**","0.0","95.0"
"1400000US17029001100","Census Tract 11, Coles County, Illinois","1561","132","50","49","10","17","0","11","0","11","(X)","(X)","3.2","3.0","0.6","1.1","0.0","1.9","0.0","1.9","10","17","0","11","10","17","0","11","0","11","0.6","1.1","0.0","40.3","100.0","90.1","-","**","-","**"
"1400000US17029001200","Census Tract 12, Coles County, Illinois","1485","103","38","36","0","11","0","11","0","11","(X)","(X)","2.6","2.5","0.0","2.0","0.0","2.0","0.0","2.0","0","11","0","11","0","11","0","11","0","11","0.0","2.0","0.0","46.2","-","**","-","**","-","**"
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2363","147","361","133","155","113","46","43","122","109","(X)","(X)","15.3","5.5","6.6","4.7","1.9","1.8","5.2","4.6","124","121","50","80","0","11","0","11","74","93","5.2","5.1","13.9","20.4","0.0","17.5","0.0","42.0","60.7","47.6"
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","2747","158","528","156","204","114","69","57","218","131","(X)","(X)","19.2","5.3","7.4","4.1","2.5","2.0","7.9","4.8","338","150","158","104","60","60","0","16","120","91","12.3","5.5","29.9","18.5","29.4","24.4","0.0","33.6","55.0","31.7"
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1136","66","174","56","174","59","31","25","78","56","(X)","(X)","15.3","4.7","15.3","5.2","2.7","2.2","6.9","5.0","92","53","19","20","73","46","0","11","0","11","8.1","4.7","10.9","11.5","42.0","22.1","0.0","51.2","0.0","30.9"
